 train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ; for(u) (build(Barrack,30,u)) attack(Worker,weakest) ;0
 for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToUnit(Heavy,Enemy,mostHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(All)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToUnit(All,Enemy,mostHealthy,u)))) ; train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ;1
 for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToUnit(Heavy,Enemy,mostHealthy,u)))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(All)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToUnit(All,Enemy,mostHealthy,u)))) ; train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ;0
 train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveQtdEnemiesbyType(Ranged,4)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (moveaway(Ranged,u)))))) ; train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ;0
 train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ; harvest(1) for(u) (moveToCoord(Worker,5,4,u) if(HaveEnemiesStrongest(Heavy,u)) (if(HaveEnemiesinUnitsRange(Worker,u)) (attack(Ranged,farthest,u)) if(HaveEnemiesinUnitsRange(Ranged,u)) (moveToCoord(Worker,0,5,u) harvest(50,u))))) # for(u) (moveToCoord(Worker,3,0,u)) # if(HaveQtdUnitsHarversting(4)) (moveaway(Worker) for(u) (if(HaveUnitsToDistantToEnemy(Ranged,5,u)) (build(Barrack,30,u)) (moveToUnit(Heavy,Enemy,strongest,u))))) # for(u) (attack(Heavy,closest,u) attack(Light,strongest,u)) for(u) (if(HaveEnemiesStrongest(Light,u)) (build(Barrack,30,u))) # for(u) (attack(All,random,u)) for(u) (moveToUnit(Ranged,Ally,farthest,u)) # train(Heavy,20,Right) for(u) (build(All,30,u)) # attack(Ranged,mostHealthy) for(u) (harvest(50,u)) for(u) (build(All,30,u) moveToUnit(Ranged,Ally,random,u)) moveToUnit(Light,Enemy,mostHealthy) train(Light,20,Down) if(HaveEnemiesinUnitsRange(Light)) (moveToCoord(All,6,0))) # for(u) (moveToUnit(All,Ally,closest,u)) for(u) (if(HaveEnemiesStrongest(Light,u)) (harvest(50,u) harvest(50,u)))) # for(u) (build(Base,30,u) build(All,30,u)) train(Ranged,20,Up) ;0
 for(u) (build(Barrack,30,u)) attack(Worker,weakest) ; train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ;1
 harvest(1) for(u) (moveToCoord(Worker,5,4,u) if(HaveEnemiesStrongest(Heavy,u)) (if(HaveEnemiesinUnitsRange(Worker,u)) (attack(Ranged,farthest,u)) if(HaveEnemiesinUnitsRange(Ranged,u)) (moveToCoord(Worker,0,5,u) harvest(50,u))))) # for(u) (moveToCoord(Worker,3,0,u)) # if(HaveQtdUnitsHarversting(4)) (moveaway(Worker) for(u) (if(HaveUnitsToDistantToEnemy(Ranged,5,u)) (build(Barrack,30,u)) (moveToUnit(Heavy,Enemy,strongest,u))))) # for(u) (attack(Heavy,closest,u) attack(Light,strongest,u)) for(u) (if(HaveEnemiesStrongest(Light,u)) (build(Barrack,30,u))) # for(u) (attack(All,random,u)) for(u) (moveToUnit(Ranged,Ally,farthest,u)) # train(Heavy,20,Right) for(u) (build(All,30,u)) # attack(Ranged,mostHealthy) for(u) (harvest(50,u)) for(u) (build(All,30,u) moveToUnit(Ranged,Ally,random,u)) moveToUnit(Light,Enemy,mostHealthy) train(Light,20,Down) if(HaveEnemiesinUnitsRange(Light)) (moveToCoord(All,6,0))) # for(u) (moveToUnit(All,Ally,closest,u)) for(u) (if(HaveEnemiesStrongest(Light,u)) (harvest(50,u) harvest(50,u)))) # for(u) (build(Base,30,u) build(All,30,u)) train(Ranged,20,Up) ; train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ;1
 train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (attack(Ranged,random,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(All)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToUnit(All,Enemy,mostHealthy,u)))) ; train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ;1
 train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ; for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToUnit(Heavy,Enemy,mostHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(All)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToUnit(All,Enemy,mostHealthy,u)))) ;0
 train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (attack(Ranged,random,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) ; train(Worker,20,EnemyDir) for(u) (attack(Light,farthest,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (build(Barrack,30,u)) if(HaveEnemiesStrongest(Worker)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # train(Worker,20,EnemyDir) for(u) (attack(Worker,lessHealthy,u)) if(HaveEnemiesStrongest(Ranged)) (for(u) (harvest(50,u)) if(HaveEnemiesinUnitsRange(Ranged)) (if(HaveQtdUnitsAttacking(Worker,13)) (attack(Ranged,lessHealthy)))))) # for(u) (attack(Ranged,closest,u)) if(HaveQtdUnitsHarversting(13)) (if(HaveEnemiesinUnitsRange(Heavy)) (for(u) (attack(Worker,lessHealthy,u)))) # for(u) (attack(Ranged,closest,u)) if(HaveUnitsinEnemyRange(Light)) (if(HaveQtdUnitsAttacking(Worker,6)) (for(u) (moveToCoord(Ranged,6,2,u)))) ;1
